Age,Salary,YearsExperience,NumCertifications,JobSatisfaction,JobTitle,Education,City,Promotion
24,137924,1,1,7,Business Analyst,Bachelor's,Austin,No Promotion
28,124417,0,3,4,Product Manager,Bachelor's,New York,No Promotion
42,121139,1,4,2,Web developer,High School,Seattle,Got Promotion
39,84980,0,0,8,Web developer,PhD,Chicago,No Promotion
24,72504,2,1,2,Data Scientist,High School,New York,No Promotion
31,104970,5,0,9,Business Analyst,High School,San Francisco,Got Promotion
43,66766,12,0,5,Business Analyst,High School,New York,No Promotion
28,143922,7,3,9,Software Engineer,High School,New York,No Promotion
30,61695,2,4,9,Product Manager,High School,New York,No Promotion
38,67796,9,0,8,Product Manager,High School,Chicago,Got Promotion
32,92543,8,0,8,Data Analyst,Bachelor's,San Francisco,Got Promotion
28,64559,9,1,4,Data Analyst,Master's,Seattle,Got Promotion
45,83139,4,4,4,Business Analyst,Bachelor's,New York,Got Promotion
49,58802,6,4,2,Software Engineer,High School,Chicago,No Promotion
35,123843,7,0,4,Product Manager,Master's,Chicago,No Promotion
40,90205,2,4,4,Software Engineer,Master's,Seattle,No Promotion
25,148750,1,1,6,Data Scientist,PhD,Austin,Got Promotion
47,84159,1,1,3,Web developer,High School,San Francisco,No Promotion
27,61516,4,1,2,Product Manager,High School,San Francisco,Got Promotion
31,100492,14,3,8,Data Analyst,Bachelor's,New York,No Promotion
28,79086,0,0,2,Business Analyst,Master's,Austin,Got Promotion
34,80480,14,4,8,Software Engineer,Master's,San Francisco,No Promotion
35,102091,1,1,7,Web developer,High School,New York,Got Promotion
25,97766,12,0,3,Web developer,PhD,Austin,No Promotion
29,88737,8,0,6,Web developer,High School,Chicago,No Promotion
26,59265,6,3,6,Data Analyst,Master's,New York,No Promotion
22,120990,14,4,10,Business Analyst,PhD,Austin,No Promotion
25,141717,14,4,5,Data Analyst,PhD,Seattle,No Promotion
24,65386,5,1,8,Product Manager,Master's,San Francisco,Got Promotion
30,87425,8,1,5,Software Engineer,High School,New York,No Promotion
29,93254,6,0,7,Data Scientist,High School,Chicago,No Promotion
22,139863,13,4,6,Data Engineer,High School,New York,No Promotion
48,103634,10,4,7,Web developer,Bachelor's,San Francisco,No Promotion
27,136717,4,1,9,Data Analyst,Bachelor's,San Francisco,Got Promotion
30,97662,14,2,3,Data Engineer,PhD,Austin,Got Promotion
28,136988,8,0,10,Software Engineer,High School,Chicago,Got Promotion
25,149287,5,4,7,Product Manager,Bachelor's,Austin,No Promotion
34,137527,5,3,10,Data Analyst,PhD,Chicago,No Promotion
38,125452,10,3,3,Product Manager,Master's,New York,No Promotion
49,60143,3,2,2,Data Scientist,Master's,New York,No Promotion
23,141391,12,1,7,Web developer,High School,Austin,Got Promotion
49,65581,11,1,4,Data Scientist,Master's,Seattle,No Promotion
26,117443,0,1,1,Web developer,Master's,San Francisco,No Promotion
33,79424,4,3,6,Business Analyst,Master's,Austin,Got Promotion
48,138844,10,1,6,Business Analyst,PhD,Austin,No Promotion
42,91984,8,3,6,Business Analyst,Master's,New York,No Promotion
29,91505,12,2,2,Product Manager,Master's,San Francisco,Got Promotion
27,112699,7,0,1,Business Analyst,PhD,Austin,No Promotion
29,76957,7,4,3,Software Engineer,Bachelor's,New York,Got Promotion
39,75464,4,2,2,Data Engineer,PhD,New York,No Promotion
24,73649,11,3,6,Data Engineer,Bachelor's,Austin,No Promotion
43,92065,8,2,6,Product Manager,PhD,Austin,No Promotion
33,142661,2,4,5,Product Manager,High School,New York,No Promotion
47,84758,2,0,10,Business Analyst,Master's,Austin,No Promotion
24,55596,0,4,10,Web developer,Bachelor's,San Francisco,No Promotion
43,66374,8,3,5,Data Engineer,PhD,New York,No Promotion
27,53775,5,4,9,Data Engineer,Bachelor's,New York,No Promotion
23,77388,1,2,5,Business Analyst,Bachelor's,Austin,No Promotion
44,71029,7,1,10,Product Manager,Master's,Austin,No Promotion
33,133981,11,2,6,Data Scientist,Bachelor's,Austin,Got Promotion
23,103639,8,3,4,Web developer,PhD,San Francisco,Got Promotion
27,64645,8,0,10,Data Scientist,High School,New York,No Promotion
38,81105,1,4,1,Business Analyst,High School,Seattle,No Promotion
24,63668,1,0,4,Data Scientist,Master's,San Francisco,No Promotion
23,65960,12,3,2,Software Engineer,PhD,San Francisco,No Promotion
44,61357,6,4,10,Software Engineer,PhD,New York,No Promotion
41,114604,10,2,3,Software Engineer,High School,Seattle,No Promotion
29,101796,3,2,7,Product Manager,PhD,New York,No Promotion
43,65804,12,3,7,Product Manager,Bachelor's,San Francisco,No Promotion
33,64626,0,4,1,Product Manager,Master's,Austin,Got Promotion
47,78132,7,2,8,Product Manager,High School,New York,No Promotion
25,57951,1,3,7,Product Manager,Master's,New York,No Promotion
26,56449,13,3,1,Business Analyst,Bachelor's,Austin,Got Promotion
34,69065,2,0,8,Data Scientist,High School,Seattle,Got Promotion
36,59130,4,2,2,Business Analyst,PhD,Seattle,No Promotion
46,139360,13,4,8,Data Scientist,PhD,New York,Got Promotion
44,112287,2,2,3,Business Analyst,Bachelor's,Austin,No Promotion
37,101702,6,2,10,Software Engineer,High School,New York,No Promotion
31,86993,6,2,7,Data Analyst,Master's,Austin,No Promotion
46,81875,13,3,6,Product Manager,High School,San Francisco,Got Promotion
44,56054,1,1,5,Data Analyst,PhD,Austin,No Promotion
37,149809,12,1,10,Data Analyst,High School,New York,No Promotion
33,98517,12,0,2,Software Engineer,High School,Chicago,No Promotion
38,126368,6,2,2,Data Analyst,PhD,Seattle,No Promotion
37,79670,10,1,1,Data Analyst,PhD,New York,No Promotion
33,99112,5,0,9,Software Engineer,Master's,Austin,No Promotion
29,138388,9,3,8,Data Scientist,High School,Austin,No Promotion
41,139156,8,2,8,Business Analyst,PhD,Seattle,No Promotion
24,78307,12,4,1,Data Engineer,Bachelor's,New York,No Promotion
37,117087,8,3,5,Data Analyst,PhD,Chicago,Got Promotion
34,97922,1,0,6,Product Manager,Master's,San Francisco,No Promotion
44,113080,6,3,2,Software Engineer,Master's,Chicago,No Promotion
49,143348,4,4,10,Web developer,Bachelor's,San Francisco,Got Promotion
40,129335,12,3,5,Web developer,Master's,San Francisco,No Promotion
29,76312,5,0,6,Data Analyst,High School,New York,No Promotion
43,116985,0,4,9,Data Engineer,Master's,San Francisco,No Promotion
26,107608,6,4,10,Data Scientist,Bachelor's,Austin,No Promotion
41,139962,5,3,1,Data Scientist,Master's,San Francisco,No Promotion
29,90277,3,4,10,Data Engineer,Bachelor's,San Francisco,No Promotion
45,81551,0,3,3,Product Manager,Master's,Seattle,No Promotion
33,139813,8,2,9,Data Analyst,PhD,Seattle,No Promotion
22,106597,3,4,1,Product Manager,Bachelor's,New York,No Promotion
46,95212,1,3,1,Data Scientist,Master's,New York,Got Promotion
42,59637,7,2,1,Web developer,High School,Austin,Got Promotion
41,93258,1,4,7,Data Scientist,Bachelor's,Seattle,No Promotion
27,85693,4,2,5,Business Analyst,Bachelor's,Chicago,No Promotion
43,59824,10,4,6,Data Scientist,Master's,New York,No Promotion
39,76950,5,0,8,Software Engineer,PhD,New York,No Promotion
29,73488,10,0,2,Business Analyst,PhD,Seattle,Got Promotion
28,50215,12,3,2,Product Manager,Master's,Seattle,No Promotion
22,61523,7,1,3,Data Scientist,Master's,Austin,No Promotion
42,125900,10,0,3,Data Engineer,High School,Seattle,No Promotion
37,118689,0,1,3,Software Engineer,Master's,San Francisco,No Promotion
33,73834,0,2,4,Business Analyst,Bachelor's,Chicago,No Promotion
27,84474,11,2,3,Software Engineer,Master's,San Francisco,No Promotion
41,93066,3,1,2,Business Analyst,High School,San Francisco,No Promotion
23,149871,4,3,9,Business Analyst,Master's,San Francisco,Got Promotion
35,60400,12,4,6,Business Analyst,Master's,New York,No Promotion
25,60345,14,1,3,Data Engineer,Bachelor's,San Francisco,Got Promotion
22,83896,12,1,9,Product Manager,PhD,New York,Got Promotion
44,135430,8,1,4,Business Analyst,Master's,Seattle,No Promotion
39,78899,10,1,4,Business Analyst,High School,Chicago,No Promotion
34,78229,13,1,8,Software Engineer,Master's,Chicago,No Promotion
23,55583,6,3,7,Business Analyst,Master's,San Francisco,No Promotion
30,54897,6,0,7,Product Manager,Bachelor's,Chicago,No Promotion
42,121537,7,4,10,Web developer,PhD,New York,No Promotion
23,54567,14,0,7,Data Engineer,PhD,Seattle,No Promotion
48,124807,4,1,10,Data Engineer,PhD,San Francisco,Got Promotion
46,127239,4,0,5,Software Engineer,Master's,Austin,Got Promotion
30,63329,0,3,7,Web developer,Bachelor's,Chicago,No Promotion
22,121792,13,2,4,Business Analyst,Bachelor's,Chicago,No Promotion
32,50228,8,0,8,Software Engineer,Master's,San Francisco,Got Promotion
24,140282,5,4,9,Data Engineer,Bachelor's,Chicago,No Promotion
41,132214,8,3,3,Product Manager,PhD,Chicago,No Promotion
44,87052,2,2,7,Software Engineer,Bachelor's,Austin,No Promotion
47,107769,4,3,10,Product Manager,Master's,New York,Got Promotion
25,96032,1,1,9,Web developer,Master's,San Francisco,No Promotion
39,138721,9,2,1,Web developer,High School,San Francisco,No Promotion
44,83686,4,4,2,Data Scientist,High School,Austin,No Promotion
27,126981,14,2,7,Business Analyst,Bachelor's,Austin,Got Promotion
24,148802,12,4,2,Product Manager,Bachelor's,New York,Got Promotion
43,113261,12,1,7,Business Analyst,Master's,Seattle,No Promotion
32,52809,12,4,1,Web developer,High School,San Francisco,Got Promotion
36,91785,14,3,3,Product Manager,High School,Chicago,No Promotion
43,86547,13,0,5,Data Analyst,PhD,New York,No Promotion
49,92818,7,3,6,Web developer,PhD,San Francisco,Got Promotion
26,121927,10,3,9,Data Analyst,Master's,New York,No Promotion
41,115681,1,2,9,Data Analyst,Master's,Seattle,No Promotion
31,129465,7,1,3,Web developer,Master's,San Francisco,No Promotion
33,139862,3,0,8,Product Manager,Master's,Chicago,Got Promotion
36,145527,9,4,4,Data Engineer,High School,San Francisco,Got Promotion
38,87333,9,2,7,Data Engineer,Master's,New York,Got Promotion
31,66576,14,1,6,Business Analyst,Master's,Seattle,No Promotion
27,89405,0,0,8,Data Analyst,High School,New York,Got Promotion
39,144000,12,3,6,Business Analyst,PhD,New York,No Promotion
34,123779,4,1,4,Product Manager,Master's,Austin,No Promotion
24,81601,12,1,2,Business Analyst,PhD,New York,Got Promotion
45,117946,0,1,7,Business Analyst,High School,Seattle,No Promotion
31,117356,6,3,4,Data Analyst,PhD,Chicago,No Promotion
35,102116,7,4,9,Web developer,High School,Austin,No Promotion
27,112894,2,2,9,Data Engineer,Master's,New York,No Promotion
24,84635,2,4,7,Software Engineer,PhD,San Francisco,No Promotion
37,57465,6,0,5,Data Scientist,Master's,Austin,No Promotion
28,106754,3,2,3,Product Manager,Bachelor's,Seattle,No Promotion
41,147975,2,0,3,Product Manager,Bachelor's,San Francisco,No Promotion
35,142850,14,3,9,Product Manager,PhD,Seattle,Got Promotion
30,135119,7,4,9,Data Scientist,High School,San Francisco,No Promotion
36,142691,2,1,4,Software Engineer,PhD,Chicago,No Promotion
42,88871,12,2,1,Data Engineer,High School,Seattle,No Promotion
24,112874,13,1,10,Business Analyst,Bachelor's,San Francisco,Got Promotion
23,127733,6,0,5,Data Engineer,High School,Seattle,No Promotion
48,79511,1,1,8,Product Manager,Bachelor's,Austin,No Promotion
23,130960,10,1,10,Business Analyst,PhD,Seattle,Got Promotion
24,98821,10,3,4,Data Analyst,Master's,Seattle,No Promotion
39,115776,0,3,10,Data Engineer,Master's,San Francisco,Got Promotion
35,120167,11,4,10,Data Analyst,Master's,Seattle,No Promotion
41,125135,5,0,4,Data Analyst,High School,Chicago,No Promotion
39,94462,7,3,9,Web developer,Master's,New York,No Promotion
31,111382,0,3,9,Data Engineer,High School,Austin,No Promotion
46,140194,12,4,7,Product Manager,Master's,San Francisco,Got Promotion
23,82574,9,2,10,Data Scientist,High School,Seattle,Got Promotion
46,91910,11,4,8,Product Manager,High School,Seattle,Got Promotion
43,123531,8,1,4,Data Analyst,Bachelor's,Seattle,Got Promotion
22,75186,14,1,8,Data Analyst,Bachelor's,Austin,Got Promotion
25,144781,2,3,6,Product Manager,PhD,New York,No Promotion
35,72813,2,3,3,Data Scientist,Bachelor's,Chicago,Got Promotion
22,128812,3,4,7,Data Scientist,High School,Chicago,No Promotion
35,135525,10,4,3,Web developer,Bachelor's,San Francisco,No Promotion
37,128282,14,0,7,Business Analyst,Bachelor's,New York,No Promotion
43,68557,0,1,5,Software Engineer,Bachelor's,New York,Got Promotion
35,78060,8,4,4,Data Analyst,High School,Austin,No Promotion
41,108866,10,2,3,Data Scientist,High School,Seattle,Got Promotion
24,122104,2,0,8,Data Engineer,PhD,New York,No Promotion
24,134577,12,4,4,Web developer,Bachelor's,Seattle,Got Promotion
30,56080,9,3,8,Data Analyst,Bachelor's,Austin,Got Promotion
27,63854,3,4,10,Software Engineer,High School,San Francisco,No Promotion
46,117695,0,3,3,Data Engineer,PhD,San Francisco,Got Promotion
34,77025,3,3,10,Data Analyst,PhD,Seattle,No Promotion
42,102982,12,1,9,Web developer,High School,Seattle,No Promotion
23,91081,0,1,6,Web developer,Bachelor's,New York,Got Promotion
29,54368,4,4,5,Data Scientist,PhD,Austin,No Promotion
42,149621,4,4,5,Business Analyst,PhD,San Francisco,No Promotion
23,77094,13,2,3,Product Manager,Bachelor's,New York,No Promotion
25,96040,10,0,2,Web developer,PhD,Chicago,No Promotion
46,116766,6,0,6,Data Engineer,Bachelor's,New York,No Promotion
36,133053,13,4,1,Product Manager,PhD,Seattle,No Promotion
25,73991,7,1,7,Data Scientist,PhD,Chicago,Got Promotion
34,51301,3,2,5,Data Scientist,High School,New York,No Promotion
49,78610,6,0,4,Data Engineer,PhD,Austin,No Promotion
33,131463,3,4,9,Software Engineer,Bachelor's,San Francisco,Got Promotion
49,84678,2,1,10,Web developer,PhD,Chicago,Got Promotion
34,74466,14,1,1,Data Engineer,High School,Austin,Got Promotion
35,130440,5,1,4,Data Analyst,PhD,New York,No Promotion
41,90875,3,3,3,Software Engineer,Master's,Seattle,No Promotion
39,76081,13,1,6,Product Manager,Bachelor's,Seattle,No Promotion
49,74354,2,4,5,Data Analyst,Master's,Austin,No Promotion
27,143297,14,2,7,Software Engineer,High School,Seattle,Got Promotion
32,68300,14,4,1,Product Manager,Master's,San Francisco,No Promotion
23,114384,8,1,5,Data Analyst,PhD,Austin,No Promotion
49,145027,4,2,2,Business Analyst,Bachelor's,Austin,No Promotion
44,110892,12,0,2,Web developer,Master's,Seattle,No Promotion
40,85525,13,0,2,Data Engineer,PhD,Austin,No Promotion
40,76532,6,4,9,Data Engineer,Master's,New York,Got Promotion
26,56464,11,2,10,Data Engineer,PhD,Chicago,No Promotion
40,66562,13,4,3,Business Analyst,PhD,Chicago,No Promotion
23,105514,5,2,4,Web developer,Master's,Seattle,No Promotion
31,124219,9,2,5,Software Engineer,High School,San Francisco,No Promotion
46,82634,14,4,4,Web developer,Bachelor's,San Francisco,No Promotion
23,50060,4,2,4,Data Scientist,High School,Seattle,No Promotion
32,59269,6,1,5,Data Analyst,Master's,Seattle,No Promotion
39,113143,10,2,10,Software Engineer,PhD,Austin,Got Promotion
45,73065,5,2,9,Data Scientist,Master's,San Francisco,No Promotion
36,52895,9,4,9,Data Engineer,PhD,Chicago,No Promotion
30,130859,1,0,6,Data Engineer,PhD,Seattle,No Promotion
44,62352,12,3,3,Data Engineer,High School,Chicago,No Promotion
40,99737,12,2,6,Data Scientist,High School,Chicago,No Promotion
30,146426,12,3,10,Data Analyst,Master's,San Francisco,No Promotion
24,82016,2,2,4,Data Analyst,Bachelor's,Chicago,No Promotion
42,111304,1,4,3,Data Scientist,High School,Austin,No Promotion
30,61962,11,4,6,Product Manager,PhD,Austin,No Promotion
49,83302,2,2,6,Data Engineer,Master's,San Francisco,No Promotion
35,135382,0,4,2,Software Engineer,Master's,Austin,No Promotion
40,54011,7,4,9,Data Analyst,Bachelor's,Seattle,Got Promotion
28,69782,5,2,8,Web developer,Master's,San Francisco,No Promotion
37,117691,12,0,6,Data Scientist,High School,Chicago,No Promotion
37,89725,1,2,1,Product Manager,PhD,Seattle,Got Promotion
49,59196,7,0,2,Business Analyst,Master's,San Francisco,No Promotion
22,93459,5,4,4,Data Scientist,Master's,Chicago,No Promotion
25,137245,6,0,7,Web developer,PhD,Chicago,Got Promotion
25,128863,10,4,9,Product Manager,Master's,Chicago,No Promotion
28,82769,0,0,10,Business Analyst,Master's,Chicago,Got Promotion
29,74700,6,0,5,Product Manager,Bachelor's,Chicago,No Promotion
38,130356,2,2,10,Data Analyst,High School,San Francisco,No Promotion
26,126427,10,0,2,Data Scientist,Master's,Austin,No Promotion
28,55269,11,4,1,Web developer,High School,Chicago,No Promotion
49,93880,7,2,10,Business Analyst,Bachelor's,Seattle,No Promotion
41,58320,5,0,1,Product Manager,High School,San Francisco,No Promotion
41,99589,3,2,5,Business Analyst,Bachelor's,New York,No Promotion
25,126276,10,3,7,Software Engineer,High School,Austin,No Promotion
49,85897,7,2,9,Web developer,High School,Seattle,No Promotion
27,108565,8,3,9,Data Scientist,Master's,Chicago,Got Promotion
28,80930,9,3,8,Data Analyst,High School,San Francisco,Got Promotion
39,107233,1,2,1,Business Analyst,Master's,San Francisco,Got Promotion
26,132821,14,4,5,Data Engineer,Master's,Chicago,No Promotion
41,64380,5,4,6,Product Manager,High School,Seattle,No Promotion
24,126896,4,4,6,Data Engineer,Master's,San Francisco,No Promotion
28,120934,4,1,4,Business Analyst,High School,Austin,No Promotion
48,105830,9,3,1,Web developer,PhD,Seattle,No Promotion
49,55529,10,2,3,Data Engineer,Master's,Chicago,No Promotion
43,144598,2,4,10,Product Manager,PhD,Seattle,No Promotion
35,132987,11,4,4,Business Analyst,PhD,Seattle,No Promotion
28,99178,7,2,4,Data Analyst,Master's,New York,No Promotion
26,56937,13,3,4,Data Analyst,Bachelor's,Chicago,No Promotion
43,89886,7,2,5,Data Scientist,Bachelor's,Austin,No Promotion
26,99699,11,1,9,Data Analyst,PhD,Chicago,No Promotion
44,126396,4,1,4,Business Analyst,PhD,New York,No Promotion
23,140678,7,2,9,Web developer,High School,Chicago,Got Promotion
48,75279,9,3,9,Business Analyst,PhD,Chicago,No Promotion
42,88106,14,4,1,Data Analyst,Master's,Austin,Got Promotion
43,129737,7,1,5,Software Engineer,Bachelor's,New York,No Promotion
27,90544,2,1,9,Business Analyst,Bachelor's,Chicago,No Promotion
36,58997,1,3,4,Data Scientist,Bachelor's,Chicago,No Promotion
42,135711,8,1,5,Software Engineer,Master's,San Francisco,Got Promotion
31,90860,1,1,4,Data Analyst,High School,Chicago,No Promotion
44,53225,8,3,2,Web developer,Master's,Austin,No Promotion
47,109470,3,2,10,Product Manager,Master's,San Francisco,No Promotion
45,113656,11,4,2,Business Analyst,Bachelor's,New York,No Promotion
28,101880,12,4,2,Product Manager,Master's,Seattle,No Promotion
26,111078,1,1,1,Data Engineer,PhD,Austin,No Promotion
22,138646,9,4,3,Data Scientist,Master's,New York,No Promotion
34,126290,0,2,10,Software Engineer,Bachelor's,San Francisco,No Promotion
42,106633,3,1,1,Product Manager,Bachelor's,Seattle,Got Promotion
47,76655,8,4,4,Data Scientist,Master's,New York,No Promotion
39,93601,11,0,1,Product Manager,PhD,Austin,No Promotion
34,53114,8,0,4,Product Manager,PhD,San Francisco,Got Promotion
42,76502,3,0,3,Data Scientist,Bachelor's,Austin,No Promotion
42,99768,8,0,9,Business Analyst,PhD,Austin,No Promotion
39,98128,14,0,1,Product Manager,PhD,San Francisco,No Promotion
26,70028,11,1,8,Data Scientist,High School,Chicago,No Promotion
34,105565,5,3,9,Product Manager,High School,Austin,No Promotion
25,133123,0,3,7,Web developer,PhD,San Francisco,Got Promotion
38,85333,9,1,1,Business Analyst,PhD,Austin,No Promotion
24,53174,12,1,4,Web developer,High School,Chicago,No Promotion
38,85398,13,2,10,Web developer,High School,San Francisco,Got Promotion
49,85929,5,3,1,Data Scientist,High School,New York,Got Promotion
32,54321,8,0,4,Web developer,Bachelor's,New York,No Promotion
42,145971,12,1,3,Product Manager,Bachelor's,New York,Got Promotion
41,105421,1,0,2,Data Analyst,High School,Seattle,No Promotion
44,122635,5,3,1,Business Analyst,High School,Austin,Got Promotion
42,73760,1,4,6,Product Manager,High School,Austin,Got Promotion
47,61360,3,4,7,Software Engineer,Bachelor's,San Francisco,No Promotion
25,60313,14,1,6,Data Scientist,Bachelor's,Seattle,No Promotion
23,135998,7,2,9,Product Manager,PhD,Austin,No Promotion
41,55801,12,0,9,Business Analyst,Master's,San Francisco,No Promotion
37,64130,6,1,2,Web developer,PhD,Chicago,No Promotion
49,64271,10,2,2,Business Analyst,Master's,Austin,Got Promotion
39,66075,11,0,9,Software Engineer,Master's,Austin,No Promotion
29,68984,12,3,1,Web developer,Master's,Chicago,No Promotion
24,138095,8,4,5,Software Engineer,PhD,Chicago,Got Promotion
30,110942,6,2,1,Data Engineer,Bachelor's,Austin,No Promotion
41,62861,0,0,7,Data Engineer,Bachelor's,Chicago,No Promotion
27,148970,1,1,9,Product Manager,Bachelor's,San Francisco,No Promotion
31,132203,5,0,6,Data Analyst,Bachelor's,Austin,No Promotion
42,121376,6,1,2,Web developer,PhD,Austin,No Promotion
31,111247,2,4,6,Business Analyst,High School,New York,Got Promotion
34,119101,8,4,9,Data Analyst,Master's,Austin,No Promotion
38,70977,12,0,3,Web developer,Bachelor's,New York,No Promotion
30,100617,14,0,9,Web developer,Bachelor's,Chicago,No Promotion
38,107473,6,1,8,Web developer,PhD,Chicago,No Promotion
45,136654,13,1,7,Web developer,Master's,San Francisco,No Promotion
30,138177,5,2,8,Data Analyst,Bachelor's,New York,No Promotion
30,122902,12,2,10,Product Manager,High School,Austin,Got Promotion
22,142172,5,2,6,Data Scientist,Bachelor's,New York,No Promotion
23,65630,0,0,3,Data Scientist,Master's,Chicago,No Promotion
49,70056,12,2,7,Data Scientist,High School,Chicago,No Promotion
37,57382,4,0,4,Software Engineer,PhD,San Francisco,Got Promotion
22,105739,9,4,10,Web developer,High School,Chicago,No Promotion
31,131685,2,3,5,Web developer,Master's,New York,No Promotion
39,98639,6,4,8,Business Analyst,Master's,Austin,No Promotion
47,109838,9,0,7,Software Engineer,High School,Austin,No Promotion
49,96041,2,0,7,Business Analyst,Bachelor's,New York,No Promotion
29,50992,4,3,8,Data Engineer,Master's,San Francisco,Got Promotion
42,122394,6,1,10,Business Analyst,High School,Austin,Got Promotion
49,117657,13,1,3,Business Analyst,Master's,New York,No Promotion
32,77160,2,1,3,Product Manager,Bachelor's,New York,No Promotion
44,95156,12,2,2,Data Scientist,Bachelor's,Chicago,No Promotion
23,101375,12,1,1,Web developer,High School,Chicago,No Promotion
29,136442,9,2,10,Software Engineer,PhD,San Francisco,No Promotion
48,69572,1,2,6,Data Engineer,PhD,San Francisco,No Promotion
43,54136,5,1,6,Software Engineer,Bachelor's,San Francisco,No Promotion
29,111868,7,1,10,Web developer,PhD,New York,No Promotion
38,132263,3,3,8,Product Manager,Bachelor's,New York,No Promotion
36,82167,8,3,6,Business Analyst,PhD,Chicago,No Promotion
38,65479,11,2,6,Data Engineer,Bachelor's,Austin,No Promotion
49,81376,11,3,1,Data Scientist,Master's,San Francisco,No Promotion
44,54823,14,2,7,Web developer,High School,Seattle,No Promotion
45,120456,7,0,7,Data Analyst,High School,San Francisco,No Promotion
34,69585,6,2,10,Data Analyst,PhD,Chicago,Got Promotion
40,67272,13,2,9,Product Manager,High School,New York,No Promotion
26,76619,6,3,7,Data Scientist,PhD,Chicago,No Promotion
33,125069,2,0,8,Data Analyst,Bachelor's,Chicago,No Promotion
22,89895,13,4,4,Data Analyst,Master's,Chicago,No Promotion
44,53720,5,4,9,Web developer,High School,Seattle,No Promotion
26,69267,12,4,1,Data Engineer,Master's,Seattle,No Promotion
29,65696,12,0,8,Data Engineer,High School,San Francisco,No Promotion
34,79968,4,1,3,Web developer,Bachelor's,New York,No Promotion
29,103364,0,0,1,Software Engineer,High School,Chicago,No Promotion
46,73345,10,3,2,Web developer,High School,Austin,No Promotion
44,101567,2,2,6,Data Scientist,Bachelor's,San Francisco,No Promotion
32,141229,12,2,5,Data Analyst,PhD,San Francisco,No Promotion
22,111607,11,3,3,Data Engineer,PhD,Chicago,Got Promotion
34,69385,0,3,9,Web developer,Bachelor's,San Francisco,No Promotion
40,133658,3,2,8,Data Engineer,PhD,Chicago,Got Promotion
45,116900,9,1,3,Data Engineer,High School,San Francisco,No Promotion
24,118244,2,1,2,Software Engineer,Master's,New York,No Promotion
45,115425,10,1,8,Data Scientist,Bachelor's,San Francisco,No Promotion
38,128518,3,3,5,Business Analyst,High School,San Francisco,No Promotion
26,132844,8,2,9,Data Engineer,Bachelor's,Austin,Got Promotion
41,82919,2,2,1,Data Scientist,Master's,New York,No Promotion
42,140697,11,2,10,Product Manager,High School,New York,No Promotion
29,107196,5,0,3,Software Engineer,High School,New York,No Promotion
47,129401,5,0,5,Business Analyst,Master's,San Francisco,No Promotion
35,50495,6,4,2,Data Engineer,Master's,Seattle,No Promotion
25,94755,8,0,3,Web developer,PhD,San Francisco,Got Promotion
32,117684,11,1,4,Data Engineer,High School,Chicago,No Promotion
41,83324,6,1,4,Software Engineer,Master's,Austin,No Promotion
36,128929,13,1,9,Software Engineer,Master's,New York,No Promotion
40,51552,0,1,1,Data Analyst,High School,Chicago,Got Promotion
28,101272,14,4,9,Data Engineer,PhD,Chicago,Got Promotion
40,85853,7,1,9,Data Scientist,Bachelor's,Seattle,No Promotion
49,82924,4,3,6,Software Engineer,PhD,New York,Got Promotion
40,124462,8,3,1,Software Engineer,Master's,San Francisco,No Promotion
32,146387,9,3,6,Product Manager,Bachelor's,New York,No Promotion
47,73889,12,0,8,Product Manager,Bachelor's,Austin,No Promotion
26,104675,14,2,5,Product Manager,PhD,New York,No Promotion
26,123591,11,4,5,Software Engineer,Bachelor's,Chicago,No Promotion
43,120190,4,3,1,Business Analyst,Master's,Chicago,No Promotion
29,72634,4,3,1,Data Scientist,High School,San Francisco,No Promotion
31,82363,14,1,8,Software Engineer,High School,San Francisco,No Promotion
27,113752,11,3,5,Web developer,High School,San Francisco,No Promotion
36,127004,11,1,8,Web developer,PhD,Austin,Got Promotion
37,106398,13,1,10,Data Analyst,High School,New York,No Promotion
49,148458,1,2,2,Web developer,High School,Seattle,No Promotion
38,90718,11,0,4,Data Engineer,High School,New York,No Promotion
29,132916,10,1,10,Business Analyst,Bachelor's,San Francisco,Got Promotion
29,76870,2,1,9,Business Analyst,Bachelor's,Austin,No Promotion
46,87394,9,2,3,Data Scientist,Bachelor's,New York,No Promotion
30,102057,8,1,6,Business Analyst,Master's,Chicago,No Promotion
23,129795,6,4,7,Data Scientist,Master's,New York,Got Promotion
36,130409,0,0,3,Web developer,Master's,Chicago,No Promotion
39,63016,2,4,1,Business Analyst,High School,New York,No Promotion
24,92137,11,3,2,Data Engineer,Bachelor's,New York,No Promotion
38,50153,1,0,10,Data Scientist,Master's,New York,Got Promotion
25,57853,0,3,7,Product Manager,PhD,San Francisco,No Promotion
25,62379,8,1,7,Product Manager,Bachelor's,Chicago,No Promotion
35,65792,7,2,1,Business Analyst,High School,Austin,No Promotion
30,88367,14,4,10,Business Analyst,Bachelor's,Seattle,No Promotion
30,68100,4,3,7,Web developer,High School,Chicago,No Promotion
46,113456,10,1,10,Data Scientist,Master's,San Francisco,Got Promotion
47,61049,11,4,6,Web developer,High School,Chicago,Got Promotion
44,50786,1,4,6,Data Scientist,High School,Austin,No Promotion
39,119904,0,3,7,Data Engineer,PhD,Chicago,No Promotion
31,80699,6,1,7,Software Engineer,Bachelor's,San Francisco,No Promotion
42,97691,12,2,1,Product Manager,High School,San Francisco,No Promotion
25,87040,10,3,10,Software Engineer,PhD,Seattle,No Promotion
